Código IBGE,UF,MUNICÍPIO,MICRORREGIÃO,"RENDA PER CAPITA 
CORRIGIDA E AJUSTADA","TAXA DE CRESCIMENTO 
GEOMETRICO DO PIB  
PER CAPITA TRIENAL",TIPOLOGIA SUB REGIONAL,"TIPOLOGIA SUB REGIONAL DE ACORDO 
COM O DECRETO 6.047, de 22/02/2007"
1502301,PA,Capitão Poço,Guamá,"290,8","5,21",Baixa Renda e Alto Dinamismo,Dinâmicas
1503044,PA,Floresta do Araguaia,Conceição do Araguaia,"291,28","6,04",Baixa Renda e Alto Dinamismo,Dinâmicas
1505494,PA,Palestina do Pará,Marabá,"292,28","3,43",Baixa Renda e Médio Dinamismo,Baixa Renda
1505403,PA,Ourém,Guamá,"293,37","4,62",Baixa Renda e Alto Dinamismo,Dinâmicas
1506351,PA,Santa Bárbara do Pará,Belém,"295,06","0,33",Média Renda e Baixo Dinamismo,Estagnadas
1503754,PA,Jacareacanga,Itaituba,"297,02","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1504703,PA,Moju,Tomé-Açu,"299,6","3,97",Média Renda e Alto Dinamismo,Dinâmicas
1500107,PA,Abaetetuba,Cametá,"300,98","3,51",Média Renda e Médio Dinamismo,Estagnadas
1503200,PA,Igarapé-Açu,Bragantina,"301,69","4,62",Média Renda e Alto Dinamismo,Dinâmicas
1506302,PA,Salvaterra,Arari,"304,33","2,14",Média Renda e Médio Dinamismo,Estagnadas
1507607,PA,São Miguel do Guamá,Guamá,"308,1","3,36",Média Renda e Médio Dinamismo,Estagnadas
1507904,PA,Soure,Arari,"308,76","2,05",Média Renda e Médio Dinamismo,Estagnadas
1507953,PA,Tailândia,Tomé-Açu,"309,03","-1,91",Média Renda e Baixo Dinamismo,Estagnadas
1503093,PA,Goianésia do Pará,Paragominas,"312,16","1,05",Média Renda e Baixo Dinamismo,Estagnadas
1501758,PA,Brejo Grande do Araguaia,Marabá,"318,51","1,4",Média Renda e Baixo Dinamismo,Estagnadas
1501709,PA,Bragança,Bragantina,"320,45","4,7",Média Renda e Alto Dinamismo,Dinâmicas
1504976,PA,Nova Ipixuna,Tucuruí,"323,67","4,6",Média Renda e Alto Dinamismo,Dinâmicas
1506708,PA,Santana do Araguaia,Conceição do Araguaia,"325,42","-1,45",Média Renda e Baixo Dinamismo,Estagnadas
1502772,PA,Curionópolis,Parauapebas,"328,03","7,12",Média Renda e Alto Dinamismo,Dinâmicas
1508050,PA,Trairão,Itaituba,"331,38","5,21",Média Renda e Alto Dinamismo,Dinâmicas
1507458,PA,São Geraldo do Araguaia,Redenção,"331,73","4,4",Média Renda e Alto Dinamismo,Dinâmicas
1508209,PA,Vigia,Salgado,"331,9","2,63",Média Renda e Médio Dinamismo,Estagnadas
1508357,PA,Vitória do Xingu,Altamira,"331,97","8,43",Média Renda e Alto Dinamismo,Dinâmicas
1506609,PA,Santa Maria do Pará,Bragantina,"332,79","5,33",Média Renda e Alto Dinamismo,Dinâmicas
1508001,PA,Tomé-Açu,Tomé-Açu,"335,05","1,46",Média Renda e Baixo Dinamismo,Estagnadas
1507003,PA,Santo Antônio do Tauá,Castanhal,"340,12","-1,57",Média Renda e Baixo Dinamismo,Estagnadas
1505304,PA,Oriximiná,Óbidos,"341,32","-2,91",Média Renda e Baixo Dinamismo,Estagnadas
1501576,PA,Bom Jesus do Tocantins,Paragominas,"346,45","1,21",Média Renda e Baixo Dinamismo,Estagnadas
1507979,PA,Terra Santa,Óbidos,"347,64","15,92",Média Renda e Alto Dinamismo,Dinâmicas
1504455,PA,Medicilândia,Altamira,"354,83","0,07",Média Renda e Baixo Dinamismo,Estagnadas
1506187,PA,Rondon do Pará,Paragominas,"356,17","-0,08",Média Renda e Baixo Dinamismo,Estagnadas
1502939,PA,Dom Eliseu,Paragominas,"357,5","-1,37",Média Renda e Baixo Dinamismo,Estagnadas
1508159,PA,Uruará,Altamira,"363,28","3,41",Média Renda e Médio Dinamismo,Estagnadas
1502202,PA,Capanema,Bragantina,"365,96","3,17",Média Renda e Médio Dinamismo,Estagnadas
1504059,PA,Mãe do Rio,Guamá,"376,99","3,97",Média Renda e Alto Dinamismo,Dinâmicas
1504422,PA,Marituba,Belém,"392,41","2,66",Média Renda e Médio Dinamismo,Estagnadas
1506500,PA,Santa Izabel do Pará,Castanhal,"394,61","-0,42",Média Renda e Baixo Dinamismo,Estagnadas
1501501,PA,Benevides,Belém,"396,32","5,95",Média Renda e Alto Dinamismo,Dinâmicas
1500131,PA,Abel Figueiredo,Paragominas,"400,73","-2,16",Média Renda e Baixo Dinamismo,Estagnadas
1506203,PA,Salinópolis,Salgado,"409,42","4,55",Média Renda e Alto Dinamismo,Dinâmicas
1503804,PA,Jacundá,Tucuruí,"410,31","1,54",Média Renda e Baixo Dinamismo,Estagnadas
1507151,PA,São Domingos do Araguaia,Marabá,"411,55","3,29",Média Renda e Médio Dinamismo,Estagnadas
1502707,PA,Conceição do Araguaia,Conceição do Araguaia,"416,31","2,39",Média Renda e Médio Dinamismo,Estagnadas
1501725,PA,Brasil Novo,Altamira,"419,66","4,03",Média Renda e Alto Dinamismo,Dinâmicas
1504752,PA,Mojuí dos Campos,Santarém,"420,19","3,23",Média Renda e Médio Dinamismo,Estagnadas
1506807,PA,Santarém,Santarém,"420,19","3,42",Média Renda e Médio Dinamismo,Estagnadas
1501253,PA,Bannach,São Félix do Xingu,"427,63","-1,43",Média Renda e Baixo Dinamismo,Estagnadas
1502764,PA,Cumaru do Norte,São Félix do Xingu,"428,4","-0,29",Média Renda e Baixo Dinamismo,Estagnadas
1507300,PA,São Félix do Xingu,São Félix do Xingu,"435,37","-2,37",Média Renda e Baixo Dinamismo,Estagnadas
1507755,PA,Sapucaia,Redenção,"438,46","-3,66",Média Renda e Baixo Dinamismo,Estagnadas
1501303,PA,Barcarena,Belém,"449,32","-3,72",Média Renda e Baixo Dinamismo,Estagnadas
1503606,PA,Itaituba,Itaituba,"452,58","4,62",Média Renda e Alto Dinamismo,Dinâmicas
1506161,PA,Rio Maria,Redenção,"473,36","3,07",Média Renda e Médio Dinamismo,Estagnadas
1505437,PA,Ourilândia do Norte,São Félix do Xingu,"479,2","11,03",Média Renda e Alto Dinamismo,Dinâmicas
1502400,PA,Castanhal,Castanhal,"480,02","4,08",Média Renda e Alto Dinamismo,Dinâmicas
1500503,PA,Almeirim,Almeirim,"497,32","-3,89",Média Renda e Baixo Dinamismo,Estagnadas
1500602,PA,Altamira,Altamira,"505,43","11,99",Média Renda e Alto Dinamismo,Dinâmicas
1505502,PA,Paragominas,Paragominas,"520,95","1,79",Média Renda e Baixo Dinamismo,Estagnadas
1502152,PA,Canaã dos Carajás,Parauapebas,"531,39","9,73",Média Renda e Alto Dinamismo,Dinâmicas
1508084,PA,Tucumã,São Félix do Xingu,"531,94","2,86",Média Renda e Médio Dinamismo,Estagnadas
1508407,PA,Xinguara,Redenção,"534,72","1,43",Média Renda e Baixo Dinamismo,Estagnadas
1504208,PA,Marabá,Marabá,"542,21","4,56",Média Renda e Alto Dinamismo,Dinâmicas
1506138,PA,Redenção,Redenção,"543,94","1,91",Média Renda e Médio Dinamismo,Estagnadas
1508100,PA,Tucuruí,Tucuruí,"548,54","-0,22",Média Renda e Baixo Dinamismo,Estagnadas
1508126,PA,Ulianópolis,Paragominas,"573,91","-3,05",Média Renda e Baixo Dinamismo,Estagnadas
1500800,PA,Ananindeua,Belém,"580,11","3,12",Média Renda e Médio Dinamismo,Estagnadas
1505536,PA,Parauapebas,Parauapebas,"644,67","8,11",Média Renda e Alto Dinamismo,Dinâmicas
1505031,PA,Novo Progresso,Itaituba,"676,21","6,57",Média Renda e Alto Dinamismo,Dinâmicas
1501402,PA,Belém,Belém,"877,03","2,63",Alta Renda e Médio Dinamismo,Alta Renda
1100148,RO,Nova Brasilândia D'Oeste,Alvorada D'Oeste,"521,41","3,72",Média Renda e Médio Dinamismo,Estagnadas
1100320,RO,São Miguel do Guaporé,Alvorada D'Oeste,"521,41","3,72",Média Renda e Médio Dinamismo,Estagnadas
1100346,RO,Alvorada D'Oeste,Alvorada D'Oeste,"521,41","3,72",Média Renda e Médio Dinamismo,Estagnadas
1101500,RO,Seringueiras,Alvorada D'Oeste,"521,41","3,72",Média Renda e Médio Dinamismo,Estagnadas
1100080,RO,Costa Marques,Guajará-Mirim,"524,19","0,77",Média Renda e Baixo Dinamismo,Estagnadas
1100106,RO,Guajará-Mirim,Guajará-Mirim,"524,19","0,77",Média Renda e Baixo Dinamismo,Estagnadas
1101492,RO,São Francisco do Guaporé,Guajará-Mirim,"524,19","0,77",Média Renda e Baixo Dinamismo,Estagnadas
1100031,RO,Cabixi,Colorado do Oeste,"579,4","3,98",Média Renda e Alto Dinamismo,Dinâmicas
1100056,RO,Cerejeiras,Colorado do Oeste,"579,4","3,98",Média Renda e Alto Dinamismo,Dinâmicas
1100064,RO,Colorado do Oeste,Colorado do Oeste,"579,4","3,98",Média Renda e Alto Dinamismo,Dinâmicas
1100072,RO,Corumbiara,Colorado do Oeste,"579,4","3,98",Média Renda e Alto Dinamismo,Dinâmicas
1101468,RO,Pimenteiras do Oeste,Colorado do Oeste,"579,4","3,98",Média Renda e Alto Dinamismo,Dinâmicas
1100023,RO,Ariquemes,Ariquemes,"640,3","2,06",Média Renda e Médio Dinamismo,Estagnadas
1100130,RO,Machadinho D'Oeste,Ariquemes,"640,3","2,06",Média Renda e Médio Dinamismo,Estagnadas
1100262,RO,Rio Crespo,Ariquemes,"640,3","2,06",Média Renda e Médio Dinamismo,Estagnadas
1100403,RO,Alto Paraíso,Ariquemes,"640,3","2,06",Média Renda e Médio Dinamismo,Estagnadas
1100601,RO,Cacaulândia,Ariquemes,"640,3","2,06",Média Renda e Médio Dinamismo,Estagnadas
1101401,RO,Monte Negro,Ariquemes,"640,3","2,06",Média Renda e Médio Dinamismo,Estagnadas
1101757,RO,Vale do Anari,Ariquemes,"640,3","2,06",Média Renda e Médio Dinamismo,Estagnadas
1100114,RO,Jaru,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1100122,RO,Ji-Paraná,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1100155,RO,Ouro Preto do Oeste,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1100254,RO,Presidente Médici,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1101005,RO,Governador Jorge Teixeira,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1101302,RO,Mirante da Serra,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1101435,RO,Nova União,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1101559,RO,Teixeirópolis,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1101609,RO,Theobroma,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1101708,RO,Urupá,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1101807,RO,Vale do Paraíso,Ji-Paraná,"676,69","2,78",Média Renda e Médio Dinamismo,Estagnadas
1100015,RO,Alta Floresta D'Oeste,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1100049,RO,Cacoal,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1100098,RO,Espigão D'Oeste,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1100288,RO,Rolim de Moura,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1100296,RO,Santa Luzia D'Oeste,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1100379,RO,Alto Alegre dos Parecis,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1100502,RO,Novo Horizonte do Oeste,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1100908,RO,Castanheiras,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1101203,RO,Ministro Andreazza,Cacoal,"680,87","2,03",Média Renda e Médio Dinamismo,Estagnadas
1100189,RO,Pimenta Bueno,Vilhena,"786,72","1,92",Alta Renda e Médio Dinamismo,Alta Renda
1100304,RO,Vilhena,Vilhena,"786,72","1,92",Alta Renda e Médio Dinamismo,Alta Renda
1100924,RO,Chupinguaia,Vilhena,"786,72","1,92",Alta Renda e Médio Dinamismo,Alta Renda
1101450,RO,Parecis,Vilhena,"786,72","1,92",Alta Renda e Médio Dinamismo,Alta Renda
1101476,RO,Primavera de Rondônia,Vilhena,"786,72","1,92",Alta Renda e Médio Dinamismo,Alta Renda
1101484,RO,São Felipe D'Oeste,Vilhena,"786,72","1,92",Alta Renda e Médio Dinamismo,Alta Renda
1100205,RO,Porto Velho,Porto Velho,"931,83","3,75",Alta Renda e Médio Dinamismo,Alta Renda
1100338,RO,Nova Mamoré,Porto Velho,"931,83","3,75",Alta Renda e Médio Dinamismo,Alta Renda
1100452,RO,Buritis,Porto Velho,"931,83","3,75",Alta Renda e Médio Dinamismo,Alta Renda
1100700,RO,Campo Novo de Rondônia,Porto Velho,"931,83","3,75",Alta Renda e Médio Dinamismo,Alta Renda
1100809,RO,Candeias do Jamari,Porto Velho,"931,83","3,75",Alta Renda e Médio Dinamismo,Alta Renda
1100940,RO,Cujubim,Porto Velho,"931,83","3,75",Alta Renda e Médio Dinamismo,Alta Renda
1101104,RO,Itapuã do Oeste,Porto Velho,"931,83","3,75",Alta Renda e Médio Dinamismo,Alta Renda
1400027,RR,Amajari,Boa Vista,"124,86","1,55",Baixa Renda e Baixo Dinamismo,Baixa Renda
1400704,RR,Uiramutã,Nordeste de Roraima,"126,75","2,28",Baixa Renda e Médio Dinamismo,Baixa Renda
1400050,RR,Alto Alegre,Boa Vista,"207,19","2,69",Baixa Renda e Médio Dinamismo,Baixa Renda
1400407,RR,Normandia,Nordeste de Roraima,"209,36","-1,94",Baixa Renda e Baixo Dinamismo,Baixa Renda
1400282,RR,Iracema,Caracaraí,"268,79","1,37",Baixa Renda e Baixo Dinamismo,Baixa Renda
1400472,RR,Rorainópolis,Sudeste de Roraima,"292,51","4,84",Baixa Renda e Alto Dinamismo,Dinâmicas
1400175,RR,Cantá,Nordeste de Roraima,"306,27","1,85",Média Renda e Médio Dinamismo,Estagnadas
1400159,RR,Bonfim,Nordeste de Roraima,"338,82","3,75",Média Renda e Médio Dinamismo,Estagnadas
1400233,RR,Caroebe,Sudeste de Roraima,"344,74","3,03",Média Renda e Médio Dinamismo,Estagnadas
1400209,RR,Caracaraí,Caracaraí,"345,85","1,67",Média Renda e Baixo Dinamismo,Estagnadas
1400605,RR,São Luiz,Sudeste de Roraima,"354,78","1,89",Média Renda e Médio Dinamismo,Estagnadas
1400506,RR,São João da Baliza,Sudeste de Roraima,"376,33","2,81",Média Renda e Médio Dinamismo,Estagnadas
1400456,RR,Pacaraima,Boa Vista,"399,67","-2,37",Média Renda e Baixo Dinamismo,Estagnadas
1400308,RR,Mucajaí,Caracaraí,"501,88","1,78",Média Renda e Baixo Dinamismo,Estagnadas
1400100,RR,Boa Vista,Boa Vista,"809,48","1,32",Alta Renda e Baixo Dinamismo,Alta Renda
1703073,TO,Barra do Ouro,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1703842,TO,Campos Lindos,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1704105,TO,Centenário,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1709005,TO,Goiatins,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1710508,TO,Itacajá,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1710904,TO,Itapiratins,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1711951,TO,Lagoa do Tocantins,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1712405,TO,Lizarda,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1712702,TO,Mateiros,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1715101,TO,Novo Acordo,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1717909,TO,Ponte Alta do Tocantins,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1718501,TO,Recursolândia,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1718758,TO,Rio Sono,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1719004,TO,Santa Tereza do Tocantins,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1720150,TO,São Félix do Tocantins,Jalapão,"307,87","5,23",Média Renda e Alto Dinamismo,Dinâmicas
1700301,TO,Aguiarnópolis,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1701002,TO,Ananás,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1701051,TO,Angico,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1702208,TO,Araguatins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1702554,TO,Augustinópolis,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1702901,TO,Axixá do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1703800,TO,Buriti do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1703826,TO,Cachoeirinha,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1703891,TO,Carrasco Bonito,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1706506,TO,Darcinópolis,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1707405,TO,Esperantina,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1710706,TO,Itaguatins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1712454,TO,Luzinópolis,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1712801,TO,Maurilândia do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1713809,TO,Palmeiras do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1714302,TO,Nazaré,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1718303,TO,Praia Norte,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1718550,TO,Riachinho,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1718808,TO,Sampaio,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1720002,TO,Santa Terezinha do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1720101,TO,São Bento do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1720200,TO,São Miguel do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1720309,TO,São Sebastião do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1720804,TO,Sítio Novo do Tocantins,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1721208,TO,Tocantinópolis,Bico do Papagaio,"338,88","4,18",Média Renda e Alto Dinamismo,Dinâmicas
1700400,TO,Almas,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1702406,TO,Arraias,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1702703,TO,Aurora do Tocantins,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1705102,TO,Chapada da Natividade,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1705557,TO,Combinado,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1705607,TO,Conceição do Tocantins,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1707009,TO,Dianópolis,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1712157,TO,Lavandeira,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1714203,TO,Natividade,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1715150,TO,Novo Alegre,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1715259,TO,Novo Jardim,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1716208,TO,Paranã,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1717008,TO,Pindorama do Tocantins,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1717800,TO,Ponte Alta do Bom Jesus,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1718006,TO,Porto Alegre do Tocantins,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1718659,TO,Rio da Conceição,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1718907,TO,Santa Rosa do Tocantins,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1720499,TO,São Valério,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1720903,TO,Taguatinga,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1720937,TO,Taipas do Tocantins,Dianópolis,"428,11","5,78",Média Renda e Alto Dinamismo,Dinâmicas
1700251,TO,Abreulândia,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1701903,TO,Araguacema,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1703107,TO,Barrolândia,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1703206,TO,Bernardo Sayão,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1703602,TO,Brasilândia do Tocantins,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1703909,TO,Caseara,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1706001,TO,Couto Magalhães,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1707108,TO,Divinópolis do Tocantins,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1707207,TO,Dois Irmãos do Tocantins,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1708254,TO,Fortaleza do Tabocão,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
1708304,TO,Goianorte,Miracema do Tocantins,"492,95","2,53",Média Renda e Médio Dinamismo,Estagnadas
